code,report_month,region,commodity,item,year,period,value,min_value,max_value
CORN_WORLD_23,2020-10,European Union 6/,Corn,Imports,2020/21 Proj.,Oct,24.0,,
CORN_WORLD_23,2020-10,European Union 6/,Corn,Domestic Feed,2020/21 Proj.,Oct,65.0,,
CORN_WORLD_23,2020-10,European Union 6/,Corn,Domestic Total 2/,2020/21 Proj.,Oct,87.0,,
CORN_WORLD_23,2020-10,European Union 6/,Corn,Exports,2020/21 Proj.,Oct,2.5,,
CORN_WORLD_23,2020-10,European Union 6/,Corn,Ending Stocks,2020/21 Proj.,Oct,7.77,,
CORN_WORLD_23,2020-10,Japan,Corn,Beginning Stocks,2020/21 Proj.,Sep,1.44,,
CORN_WORLD_23,2020-10,Japan,Corn,Production,2020/21 Proj.,Sep,0.0,,
CORN_WORLD_23,2020-10,Japan,Corn,Imports,2020/21 Proj.,Sep,16.0,,
CORN_WORLD_23,2020-10,Japan,Corn,Domestic Feed,2020/21 Proj.,Sep,12.3,,
CORN_WORLD_23,2020-10,Japan,Corn,Domestic Total 2/,2020/21 Proj.,Sep,16.0,,
CORN_WORLD_23,2020-10,Japan,Corn,Exports,2020/21 Proj.,Sep,0.0,,
CORN_WORLD_23,2020-10,Japan,Corn,Ending Stocks,2020/21 Proj.,Sep,1.45,,
CORN_WORLD_23,2020-10,Japan,Corn,Beginning Stocks,2020/21 Proj.,Oct,1.4,,
CORN_WORLD_23,2020-10,Japan,Corn,Production,2020/21 Proj.,Oct,0.0,,
CORN_WORLD_23,2020-10,Japan,Corn,Imports,2020/21 Proj.,Oct,16.0,,
CORN_WORLD_23,2020-10,Japan,Corn,Domestic Feed,2020/21 Proj.,Oct,12.4,,
CORN_WORLD_23,2020-10,Japan,Corn,Domestic Total 2/,2020/21 Proj.,Oct,16.05,,
CORN_WORLD_23,2020-10,Japan,Corn,Exports,2020/21 Proj.,Oct,0.0,,
CORN_WORLD_23,2020-10,Japan,Corn,Ending Stocks,2020/21 Proj.,Oct,1.35,,
CORN_WORLD_23,2020-10,Mexico,Corn,Beginning Stocks,2020/21 Proj.,Sep,1.89,,
CORN_WORLD_23,2020-10,Mexico,Corn,Production,2020/21 Proj.,Sep,28.0,,
CORN_WORLD_23,2020-10,Mexico,Corn,Imports,2020/21 Proj.,Sep,18.3,,
CORN_WORLD_23,2020-10,Mexico,Corn,Domestic Feed,2020/21 Proj.,Sep,27.0,,
CORN_WORLD_23,2020-10,Mexico,Corn,Domestic Total 2/,2020/21 Proj.,Sep,45.25,,
CORN_WORLD_23,2020-10,Mexico,Corn,Exports,2020/21 Proj.,Sep,0.9,,
CORN_WORLD_23,2020-10,Mexico,Corn,Ending Stocks,2020/21 Proj.,Sep,2.04,,
CORN_WORLD_23,2020-10,Mexico,Corn,Beginning Stocks,2020/21 Proj.,Oct,3.39,,
CORN_WORLD_23,2020-10,Mexico,Corn,Production,2020/21 Proj.,Oct,28.0,,
CORN_WORLD_23,2020-10,Mexico,Corn,Imports,2020/21 Proj.,Oct,18.3,,
CORN_WORLD_23,2020-10,Mexico,Corn,Domestic Feed,2020/21 Proj.,Oct,27.0,,
CORN_WORLD_23,2020-10,Mexico,Corn,Domestic Total 2/,2020/21 Proj.,Oct,45.25,,
CORN_WORLD_23,2020-10,Mexico,Corn,Exports,2020/21 Proj.,Oct,0.9,,
CORN_WORLD_23,2020-10,Mexico,Corn,Ending Stocks,2020/21 Proj.,Oct,3.54,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Beginning Stocks,2020/21 Proj.,Sep,3.93,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Production,2020/21 Proj.,Sep,30.2,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Imports,2020/21 Proj.,Sep,18.25,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Domestic Feed,2020/21 Proj.,Sep,40.1,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Domestic Total 2/,2020/21 Proj.,Sep,48.1,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Exports,2020/21 Proj.,Sep,0.56,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Ending Stocks,2020/21 Proj.,Sep,3.72,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Beginning Stocks,2020/21 Proj.,Oct,3.89,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Production,2020/21 Proj.,Oct,30.3,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Imports,2020/21 Proj.,Oct,18.65,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Domestic Feed,2020/21 Proj.,Oct,40.4,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Domestic Total 2/,2020/21 Proj.,Oct,48.4,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Exports,2020/21 Proj.,Oct,0.56,,
CORN_WORLD_23,2020-10,Southeast Asia 7/,Corn,Ending Stocks,2020/21 Proj.,Oct,3.88,,
CORN_WORLD_23,2020-10,South Korea,Corn,Beginning Stocks,2020/21 Proj.,Sep,1.91,,
CORN_WORLD_23,2020-10,South Korea,Corn,Production,2020/21 Proj.,Sep,0.08,,
CORN_WORLD_23,2020-10,South Korea,Corn,Imports,2020/21 Proj.,Sep,11.8,,
CORN_WORLD_23,2020-10,South Korea,Corn,Domestic Feed,2020/21 Proj.,Sep,9.4,,
CORN_WORLD_23,2020-10,South Korea,Corn,Domestic Total 2/,2020/21 Proj.,Sep,11.85,,
CORN_WORLD_23,2020-10,South Korea,Corn,Exports,2020/21 Proj.,Sep,0.0,,
CORN_WORLD_23,2020-10,South Korea,Corn,Ending Stocks,2020/21 Proj.,Sep,1.93,,
CORN_WORLD_23,2020-10,South Korea,Corn,Beginning Stocks,2020/21 Proj.,Oct,1.91,,
CORN_WORLD_23,2020-10,South Korea,Corn,Production,2020/21 Proj.,Oct,0.08,,
CORN_WORLD_23,2020-10,South Korea,Corn,Imports,2020/21 Proj.,Oct,11.8,,
CORN_WORLD_23,2020-10,South Korea,Corn,Domestic Feed,2020/21 Proj.,Oct,9.4,,
CORN_WORLD_23,2020-10,South Korea,Corn,Domestic Total 2/,2020/21 Proj.,Oct,11.85,,
CORN_WORLD_23,2020-10,South Korea,Corn,Exports,2020/21 Proj.,Oct,0.0,,
CORN_WORLD_23,2020-10,South Korea,Corn,Ending Stocks,2020/21 Proj.,Oct,1.93,,
