code,report_month,region,commodity,item,year,period,value,min_value,max_value
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Production,2018/19 Est.,Annual,40.39,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Imports,2018/19 Est.,Annual,9.78,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Domestic Total,2018/19 Est.,Annual,39.28,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Exports,2018/19 Est.,Annual,10.76,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,3.05,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,0.91,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Production,2018/19 Est.,Annual,10.98,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Imports,2018/19 Est.,Annual,0.18,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Domestic Total,2018/19 Est.,Annual,10.38,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Exports,2018/19 Est.,Annual,0.88,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,0.81,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,2.59,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Production,2018/19 Est.,Annual,44.65,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Imports,2018/19 Est.,Annual,10.38,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Domestic Total,2018/19 Est.,Annual,44.79,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Exports,2018/19 Est.,Annual,10.08,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,2.75,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,0.82,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Production,2018/19 Est.,Annual,19.71,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Imports,2018/19 Est.,Annual,0.47,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Domestic Total,2018/19 Est.,Annual,12.24,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Exports,2018/19 Est.,Annual,7.78,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,0.97,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,0.27,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Production,2018/19 Est.,Annual,7.91,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Imports,2018/19 Est.,Annual,0.0,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Domestic Total,2018/19 Est.,Annual,2.57,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Exports,2018/19 Est.,Annual,5.26,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,0.35,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,0.37,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Production,2018/19 Est.,Annual,8.15,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Imports,2018/19 Est.,Annual,0.02,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Domestic Total,2018/19 Est.,Annual,7.17,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Exports,2018/19 Est.,Annual,1.08,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,0.3,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,0.15,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Production,2018/19 Est.,Annual,2.95,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Imports,2018/19 Est.,Annual,0.42,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Domestic Total,2018/19 Est.,Annual,2.46,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Exports,2018/19 Est.,Annual,0.79,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,0.27,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,0.94,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Production,2018/19 Est.,Annual,18.0,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Imports,2018/19 Est.,Annual,6.41,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Domestic Total,2018/19 Est.,Annual,24.13,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Exports,2018/19 Est.,Annual,0.26,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,0.96,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,0.57,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Production,2018/19 Est.,Annual,15.23,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Imports,2018/19 Est.,Annual,0.78,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Domestic Total,2018/19 Est.,Annual,15.89,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Exports,2018/19 Est.,Annual,0.2,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,0.5,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,0.12,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Production,2018/19 Est.,Annual,1.73,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Imports,2018/19 Est.,Annual,3.1,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Domestic Total,2018/19 Est.,Annual,4.81,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Exports,2018/19 Est.,Annual,0.01,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,0.13,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Beginning Stocks,2018/19 Est.,Annual,0.16,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Production,2018/19 Est.,Annual,0.75,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Imports,2018/19 Est.,Annual,1.49,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Domestic Total,2018/19 Est.,Annual,2.21,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Exports,2018/19 Est.,Annual,0.06,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Ending Stocks,2018/19 Est.,Annual,0.13,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,3.57,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Production,2019/20 Proj.,Feb,56.95,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Imports,2019/20 Proj.,Feb,11.51,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,56.78,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Exports,2019/20 Proj.,Feb,11.85,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,3.41,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,3.55,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Production,2019/20 Proj.,Mar,56.78,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Imports,2019/20 Proj.,Mar,11.17,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,56.63,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Exports,2019/20 Proj.,Mar,11.55,,
SOYBEAN_OIL_WORLD_30,2020-03,World 2/,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,3.32,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,3.07,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Production,2019/20 Proj.,Feb,41.54,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Imports,2019/20 Proj.,Feb,10.41,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,40.37,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Exports,2019/20 Proj.,Feb,11.7,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,2.95,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,3.05,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Production,2019/20 Proj.,Mar,41.37,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Imports,2019/20 Proj.,Mar,10.07,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,40.23,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Exports,2019/20 Proj.,Mar,11.4,,
SOYBEAN_OIL_WORLD_30,2020-03,World Less China,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,2.86,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,0.81,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Production,2019/20 Proj.,Feb,11.02,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Imports,2019/20 Proj.,Feb,0.2,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,10.48,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Exports,2019/20 Proj.,Feb,0.86,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,0.69,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,0.81,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Production,2019/20 Proj.,Mar,11.02,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Imports,2019/20 Proj.,Mar,0.2,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,10.39,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Exports,2019/20 Proj.,Mar,0.95,,
SOYBEAN_OIL_WORLD_30,2020-03,United States,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,0.69,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,2.77,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Production,2019/20 Proj.,Feb,45.94,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Imports,2019/20 Proj.,Feb,11.31,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,46.3,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Exports,2019/20 Proj.,Feb,10.99,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,2.72,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,2.75,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Production,2019/20 Proj.,Mar,45.76,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Imports,2019/20 Proj.,Mar,10.96,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,46.24,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Exports,2019/20 Proj.,Mar,10.59,,
SOYBEAN_OIL_WORLD_30,2020-03,Total Foreign,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,2.63,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,0.98,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Production,2019/20 Proj.,Feb,20.86,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Imports,2019/20 Proj.,Feb,0.41,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,12.46,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Exports,2019/20 Proj.,Feb,8.71,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,1.08,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,0.97,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Production,2019/20 Proj.,Mar,20.66,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Imports,2019/20 Proj.,Mar,0.41,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,12.63,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Exports,2019/20 Proj.,Mar,8.36,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Exporters 3/,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,1.05,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,0.35,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Production,2019/20 Proj.,Feb,8.7,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Imports,2019/20 Proj.,Feb,0.0,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,2.59,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Exports,2019/20 Proj.,Feb,6.0,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,0.46,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,0.35,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Production,2019/20 Proj.,Mar,8.5,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Imports,2019/20 Proj.,Mar,0.0,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,2.59,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Exports,2019/20 Proj.,Mar,5.8,,
SOYBEAN_OIL_WORLD_30,2020-03,Argentina,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,0.46,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,0.33,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Production,2019/20 Proj.,Feb,8.4,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Imports,2019/20 Proj.,Feb,0.05,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,7.35,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Exports,2019/20 Proj.,Feb,1.1,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,0.33,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,0.3,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Production,2019/20 Proj.,Mar,8.4,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Imports,2019/20 Proj.,Mar,0.03,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,7.45,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Exports,2019/20 Proj.,Mar,1.0,,
SOYBEAN_OIL_WORLD_30,2020-03,Brazil,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,0.28,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,0.25,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Production,2019/20 Proj.,Feb,3.02,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Imports,2019/20 Proj.,Feb,0.35,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,2.46,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Exports,2019/20 Proj.,Feb,0.9,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,0.27,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,0.27,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Production,2019/20 Proj.,Mar,3.02,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Imports,2019/20 Proj.,Mar,0.38,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,2.53,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Exports,2019/20 Proj.,Mar,0.85,,
SOYBEAN_OIL_WORLD_30,2020-03,European Union,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,0.29,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,0.96,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Production,2019/20 Proj.,Feb,18.0,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Imports,2019/20 Proj.,Feb,7.22,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,25.13,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Exports,2019/20 Proj.,Feb,0.22,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,0.84,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,0.96,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Production,2019/20 Proj.,Mar,18.05,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Imports,2019/20 Proj.,Mar,6.87,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,24.9,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Exports,2019/20 Proj.,Mar,0.22,,
SOYBEAN_OIL_WORLD_30,2020-03,Major Importers 4/,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,0.77,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,0.5,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Production,2019/20 Proj.,Feb,15.41,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Imports,2019/20 Proj.,Feb,1.1,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,16.4,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Exports,2019/20 Proj.,Feb,0.15,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,0.46,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,0.5,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Production,2019/20 Proj.,Mar,15.41,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Imports,2019/20 Proj.,Mar,1.1,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,16.4,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Exports,2019/20 Proj.,Mar,0.15,,
SOYBEAN_OIL_WORLD_30,2020-03,China,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,0.46,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,0.13,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Production,2019/20 Proj.,Feb,1.44,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Imports,2019/20 Proj.,Feb,3.5,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,4.95,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Exports,2019/20 Proj.,Feb,0.01,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,0.12,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,0.13,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Production,2019/20 Proj.,Mar,1.5,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Imports,2019/20 Proj.,Mar,3.5,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,5.0,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Exports,2019/20 Proj.,Mar,0.01,,
SOYBEAN_OIL_WORLD_30,2020-03,India,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,0.12,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Beginning Stocks,2019/20 Proj.,Feb,0.13,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Production,2019/20 Proj.,Feb,0.77,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Imports,2019/20 Proj.,Feb,1.57,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Domestic Total,2019/20 Proj.,Feb,2.3,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Exports,2019/20 Proj.,Feb,0.06,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Ending Stocks,2019/20 Proj.,Feb,0.12,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Beginning Stocks,2019/20 Proj.,Mar,0.13,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Production,2019/20 Proj.,Mar,0.77,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Imports,2019/20 Proj.,Mar,1.57,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Domestic Total,2019/20 Proj.,Mar,2.3,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Exports,2019/20 Proj.,Mar,0.06,,
SOYBEAN_OIL_WORLD_30,2020-03,North Africa 5/,Soybean Oil,Ending Stocks,2019/20 Proj.,Mar,0.12,,
SOYBEAN_OIL_WORLD_30,2020-02,World 2/,Soybean Oil,Beginning Stocks,2017/18,Annual,3.8,,
SOYBEAN_OIL_WORLD_30,2020-02,World 2/,Soybean Oil,Production,2017/18,Annual,55.12,,
SOYBEAN_OIL_WORLD_30,2020-02,World 2/,Soybean Oil,Imports,2017/18,Annual,9.85,,
SOYBEAN_OIL_WORLD_30,2020-02,World 2/,Soybean Oil,Domestic Total,2017/18,Annual,54.72,,
SOYBEAN_OIL_WORLD_30,2020-02,World 2/,Soybean Oil,Exports,2017/18,Annual,10.54,,
SOYBEAN_OIL_WORLD_30,2020-02,World 2/,Soybean Oil,Ending Stocks,2017/18,Annual,3.52,,
SOYBEAN_OIL_WORLD_30,2020-02,World Less China,Soybean Oil,Beginning Stocks,2017/18,Annual,3.13,,
SOYBEAN_OIL_WORLD_30,2020-02,World Less China,Soybean Oil,Production,2017/18,Annual,39.0,,
SOYBEAN_OIL_WORLD_30,2020-02,World Less China,Soybean Oil,Imports,2017/18,Annual,9.37,,
SOYBEAN_OIL_WORLD_30,2020-02,World Less China,Soybean Oil,Domestic Total,2017/18,Annual,38.22,,
SOYBEAN_OIL_WORLD_30,2020-02,World Less China,Soybean Oil,Exports,2017/18,Annual,10.32,,
SOYBEAN_OIL_WORLD_30,2020-02,World Less China,Soybean Oil,Ending Stocks,2017/18,Annual,2.95,,
SOYBEAN_OIL_WORLD_30,2020-02,United States,Soybean Oil,Beginning Stocks,2017/18,Annual,0.78,,
SOYBEAN_OIL_WORLD_30,2020-02,United States,Soybean Oil,Production,2017/18,Annual,10.78,,
